counterbalance_lists.group,counterbalance_lists.remaining,get_list.started,get_list.stopped,participant,session,date,expName,psychopyVersion,OS,frameRate,Instructions.started,Instructions.stopped,key_resp.keys,instr_done_touch.x,instr_done_touch.y,instr_done_touch.leftButton,instr_done_touch.midButton,instr_done_touch.rightButton,instr_done_touch.clicked_name,start_instr.thisRepN,start_instr.thisTrialN,start_instr.thisN,start_instr.thisIndex,start_instr.ran,pageN,phase,instruct_text,has_image,instruct_image,key_resp.rt,key_resp.duration,showProgress.started,showProgress.stopped,fix.started,fix.stopped,prac.started,prac.stopped,response.keys,response.corr,response.rt,response.duration,touch_resp.x,touch_resp.y,touch_resp.leftButton,touch_resp.midButton,touch_resp.rightButton,touch_resp.time,touch_resp.clicked_name,rt,corr,feedback.started,feedback.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,TrialID,StimulusType,Condition,PrimeDuration,Prime,Target,corrAns,Instructions_expt.started,Instructions_expt.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,instr_done_touch_3.x,instr_done_touch_3.y,instr_done_touch_3.leftButton,instr_done_touch_3.midButton,instr_done_touch_3.rightButton,instr_experiment.thisRepN,instr_experiment.thisTrialN,instr_experiment.thisN,instr_experiment.thisIndex,instr_experiment.ran,trialID,flag,maintask.started,maintask.stopped,key_resp_2.keys,key_resp_2.corr,key_resp_2.rt,key_resp_2.duration,targ_click.x,targ_click.y,targ_click.leftButton,targ_click.midButton,targ_click.rightButton,targ_click.time,targ_click.clicked_name,ITI.started,ITI.stopped,probe.started,probe.stopped,click_probe.x,click_probe.y,click_probe.leftButton,click_probe.midButton,click_probe.rightButton,click_probe.time,click_probe.clicked_name,key_resp_probe.keys,key_resp_probe.rt,key_resp_probe.duration,Break.started,Break.stopped,break_done_touch.x,break_done_touch.y,break_done_touch.leftButton,break_done_touch.midButton,break_done_touch.rightButton,break_done_keyboard.keys,list1_trials.thisRepN,list1_trials.thisTrialN,list1_trials.thisN,list1_trials.thisIndex,list1_trials.ran,list_id,item_type,string,font,stim_file,break_done_touch.clicked_name,End.started,End.stopped
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,633.9685,634.1673,634.1673,634.6674,,,,,,,,,,,,,,0.1199,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,112,0,634.6682,634.8007,z,0,0.1199,,[],[],[],[],[],[],[],634.8009,636.8007,636.8008,636.801,[],[],[],[],[],[],[],,,,636.801,636.8011,-0.040620754,-0.384803838,0,0,0,,0,111,111,116,1,1,word,MARGINAL,print,marginal_p.png,,,
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,636.8024,637.0009,637.0009,637.5007,,,,,,,,,,,,,,0.187,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,113,0,637.5011,637.7007,m,0,0.187,,[],[],[],[],[],[],[],637.7008,639.7007,639.7008,639.7009,[],[],[],[],[],[],[],,,,639.7011,639.7011,-0.040620754,-0.384803838,0,0,0,,0,112,112,0,1,1,RL,abanemy,cursive,abanemy_c.png,,,
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,639.7023,639.9007,639.9008,640.4006,,,,,,,,,,,,,,0.4207,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,114,0,640.401,640.8341,z,0,0.4207,,[],[],[],[],[],[],[],640.8342,642.8341,642.8341,642.8343,[],[],[],[],[],[],[],,,,642.8344,642.8345,-0.040620754,-0.384803838,0,0,0,,0,113,113,122,1,1,word,MOBILE,cursive,mobile_c.png,,,
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,642.836,643.0341,643.0342,643.5341,,,,,,,,,,,,,,3.1413,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,115,0,643.5349,646.6839,m,0,3.1413,,[],[],[],[],[],[],[],646.6843,648.6841,648.6841,648.6845,[],[],[],[],[],[],[],,,,648.6847,648.6849,-0.040620754,-0.384803838,0,0,0,,0,114,114,27,1,1,RL,rasibal,print,rasibal_p.png,,,
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,648.6878,648.8841,648.8841,649.3842,,,,,,,,,,,,,,0.2555,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,116,0,649.3853,649.6509,z,0,0.2555,,[],[],[],[],[],[],[],649.651,651.6508,651.6509,651.6511,[],[],[],[],[],[],[],,,,651.6511,651.6512,-0.040620754,-0.384803838,0,0,0,,0,115,115,151,1,1,word,SPECIFIC,cursive,specific_c.png,,,
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,651.6538,651.8507,651.8507,652.3507,,,,,,,,,,,,,,1.5887,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,117,0,652.3514,653.9508,z,1,1.5887,,[],[],[],[],[],[],[],653.9509,655.9506,655.9507,655.9509,[],[],[],[],[],[],[],,,,655.9509,655.951,-0.040620754,-0.384803838,0,0,0,,0,116,116,24,1,1,RL,probice,print,probice_p.png,,,
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,655.9521,656.1507,656.1507,656.6508,,,,,,,,,,,,,,0.14,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,118,0,656.6518,656.8008,m,1,0.14,,[],[],[],[],[],[],[],656.8011,658.8007,658.8007,658.801,[],[],[],[],[],[],[],,,,658.801,658.8012,-0.040620754,-0.384803838,0,0,0,,0,117,117,92,1,1,word,CATEGORY,print,category_p.png,,,
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,658.8033,659.0007,659.0007,659.5004,,,,,,,,,,,,,,0.0368,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,119,0,659.5007,659.5507,m,1,0.0368,,[],[],[],[],[],[],[],659.5507,661.5507,661.5507,661.5524,[],[],[],[],[],[],[],,,,661.5524,661.5526,-0.040620754,-0.384803838,0,0,0,,0,118,118,125,1,1,word,OPERATOR,cursive,operator_c.png,,,
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,661.5541,661.7498,661.7499,662.2506,,,,,,,,,,,,,,0.0525,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,120,0,662.2514,662.3174,z,1,0.0525,,[],[],[],[],[],[],[],662.3176,664.3174,664.3175,664.3178,[],[],[],[],[],[],[],,,,664.3178,664.3179,-0.040620754,-0.384803838,0,0,0,,0,119,119,41,1,1,TL,bevoled,print,bevoled_p.png,,,
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,664.3194,664.5174,664.5174,665.0174,,,,,,,,,,,,,,0.0359,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,121,0,665.0179,665.0668,m,1,0.0359,,[],[],[],[],[],[],[],665.067,667.0674,667.0675,667.0678,[],[],[],[],[],[],[],,,,667.0679,667.0681,-0.040620754,-0.384803838,0,0,0,,0,120,120,156,1,1,word,TRIBUTE,cursive,tribute_c.png,,,
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,667.0701,667.2674,667.2674,667.7673,,,,,,,,,,,,,,0.1642,0,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,122,0,667.7681,667.9339,m,0,0.1642,,[],[],[],[],[],[],[],667.9341,669.9333,669.9336,669.9339,[],[],[],[],[],[],[],,,,669.9339,669.9341,-0.040620754,-0.384803838,0,0,0,,0,121,121,64,1,1,TL,orepator,cursive,orepator_c.png,,,
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,669.9353,670.134,670.134,670.6339,,,,,,,,,,,,,,0.1569,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,123,0,670.6344,670.8003,z,1,0.1569,,[],[],[],[],[],[],[],670.8004,672.8007,672.8008,672.8012,[],[],[],[],[],[],[],,,,672.8014,672.8014,-0.040620754,-0.384803838,0,0,0,,0,122,122,68,1,1,TL,prosopal,cursive,prosopal_c.png,,,
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,672.8029,672.9996,672.9996,673.5006,,,,,,,,,,,,,,0.3488,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,124,0,673.5012,673.851,m,1,0.3488,,[],[],[],[],[],[],[],673.851,675.8501,675.8504,675.8509,[],[],[],[],[],[],[],,,,675.8509,675.8511,-0.040620754,-0.384803838,0,0,0,,0,123,123,126,1,1,word,OPTIMAL,print,optimal_p.png,,,
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,675.8528,676.0507,676.0507,676.5496,,,,,,,,,,,,,,0.1692,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,125,0,676.5502,676.733,m,1,0.1692,,[],[],[],[],[],[],[],676.733,678.7339,678.734,678.7341,[],[],[],[],[],[],[],,,,678.7341,678.7342,-0.040620754,-0.384803838,0,0,0,,0,124,124,159,1,1,word,VETERAN,print,veteran_p.png,,,
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,678.7357,678.9339,678.934,679.4328,,,,,,,,,,,,,,0.106,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,126,0,679.4332,679.5508,m,1,0.106,,[],[],[],[],[],[],[],679.5509,681.5505,681.5506,681.5508,[],[],[],[],[],[],[],,,,681.5509,681.5511,-0.040620754,-0.384803838,0,0,0,,0,125,125,118,1,1,word,MEDICINE,cursive,medicine_c.png,,,
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,681.5525,681.7505,681.7506,682.2506,,,,,,,,,,,,,,0.1403,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,127,0,682.2521,682.4008,z,0,0.1403,,[],[],[],[],[],[],[],682.4009,684.4006,684.4007,684.4009,[],[],[],[],[],[],[],,,,684.401,684.4011,-0.040620754,-0.384803838,0,0,0,,0,126,126,144,1,1,word,RESIDENT,print,resident_p.png,,,
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,684.4027,684.6006,684.6006,685.0996,,,,,,,,,,,,,,0.2488,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,128,0,685.1003,685.3504,m,1,0.2488,,[],[],[],[],[],[],[],685.3504,687.3496,687.3496,687.3501,[],[],[],[],[],[],[],,,,687.3502,687.3503,-0.040620754,-0.384803838,0,0,0,,0,127,127,155,1,1,word,STRATEGY,cursive,strategy_c.png,,,
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,687.3524,687.5506,687.5507,688.0507,,,,,,,,,,,,,,1.0876,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,129,0,688.0512,689.1506,m,1,1.0876,,[],[],[],[],[],[],[],689.1507,691.1509,691.1512,691.1517,[],[],[],[],[],[],[],,,,691.1518,691.1521,-0.040620754,-0.384803838,0,0,0,,0,128,128,128,1,1,word,PACIFIC,print,pacific_p.png,,,
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,691.1547,691.3507,691.3508,691.8506,,,,,,,,,,,,,,0.8413,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,130,0,691.8515,692.7004,z,1,0.8413,,[],[],[],[],[],[],[],692.7005,694.7007,694.7007,694.7011,[],[],[],[],[],[],[],,,,694.7013,694.7015,-0.040620754,-0.384803838,0,0,0,,0,129,129,54,1,1,TL,distupe,cursive,distupe_c.png,,,
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,694.7038,694.9007,694.9008,695.4006,,,,,,,,,,,,,,0.8399,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,131,0,695.4016,696.2495,z,1,0.8399,,[],[],[],[],[],[],[],696.2496,698.2496,698.2496,698.25,[],[],[],[],[],[],[],,,,698.2501,698.2503,-0.040620754,-0.384803838,0,0,0,,0,130,130,22,1,1,RL,patisic,print,patisic_p.png,,,
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,698.2516,698.4507,698.4508,698.9499,,,,,,,,,,,,,,0.982,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,132,0,698.9506,699.9338,z,1,0.982,,[],[],[],[],[],[],[],699.9339,701.9338,701.9339,701.934,[],[],[],[],[],[],[],,,,701.9341,701.9342,-0.040620754,-0.384803838,0,0,0,,0,131,131,39,1,1,RL,vabifity,cursive,vabifity_c.png,,,
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,701.9356,702.1338,702.1339,702.6331,,,,,,,,,,,,,,1.3158,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,133,1,702.6339,703.9506,m,1,1.3158,,[],[],[],[],[],[],[],703.9507,705.9506,705.9507,707.5675,[],[],[],[],[],[],[],z,1.6039,,707.5679,707.568,-0.040620754,-0.384803838,0,0,0,,0,132,132,112,1,1,word,LIBERAL,cursive,liberal_c.png,,,
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,707.5702,707.7663,707.7663,708.2671,,,,,,,,,,,,,,0.8418,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,134,0,708.268,709.1161,z,1,0.8418,,[],[],[],[],[],[],[],709.1162,711.1162,711.1163,711.1165,[],[],[],[],[],[],[],,,,711.1165,711.1166,-0.040620754,-0.384803838,0,0,0,,0,133,133,79,1,1,TL,veretan,print,veretan_p.png,,,
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,711.1175,711.3161,711.3162,711.8164,,,,,,,,,,,,,,0.6992,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,135,0,711.8172,712.5173,m,1,0.6992,,[],[],[],[],[],[],[],712.5175,714.5162,714.5163,714.5165,[],[],[],[],[],[],[],,,,714.5167,714.517,-0.040620754,-0.384803838,0,0,0,,0,134,134,114,1,1,word,LOCATE,print,locate_p.png,,,
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,714.5183,714.7172,714.7172,715.2162,,,,,,,,,,,,,,0.7531,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,136,0,715.2169,715.9835,m,1,0.7531,,[],[],[],[],[],[],[],715.9837,717.9828,717.9829,717.983,[],[],[],[],[],[],[],,,,717.9831,717.9831,-0.040620754,-0.384803838,0,0,0,,0,135,135,158,1,1,word,VELOCITY,print,velocity_p.png,,,
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,717.9843,718.1838,718.1839,718.6825,,,,,,,,,,,,,,0.6441,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,137,0,718.6829,719.3337,z,1,0.6441,,[],[],[],[],[],[],[],719.3339,721.3329,721.3332,721.3334,[],[],[],[],[],[],[],,,,721.3336,721.3337,-0.040620754,-0.384803838,0,0,0,,0,136,136,30,1,1,RL,relone,print,relone_p.png,,,
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,721.3353,721.5327,721.5327,722.0338,,,,,,,,,,,,,,0.7227,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,138,0,722.0349,722.7672,z,0,0.7227,,[],[],[],[],[],[],[],722.7673,724.7673,724.7673,724.7675,[],[],[],[],[],[],[],,,,724.7676,724.7677,-0.040620754,-0.384803838,0,0,0,,0,137,137,101,1,1,word,DELICATE,cursive,delicate_c.png,,,
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,724.7696,724.9672,724.9672,725.4671,,,,,,,,,,,,,,0.6699,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,139,0,725.4678,726.1495,z,1,0.6699,,[],[],[],[],[],[],[],726.1496,728.1505,728.1506,728.1508,[],[],[],[],[],[],[],,,,728.1508,728.1509,-0.040620754,-0.384803838,0,0,0,,0,138,138,4,1,1,RL,carminal,print,carminal_p.png,,,
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,728.1531,728.3505,728.3505,728.8505,,,,,,,,,,,,,,1.0536,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,140,0,728.8511,729.9172,m,1,1.0536,,[],[],[],[],[],[],[],729.9173,731.9162,731.9163,731.9169,[],[],[],[],[],[],[],,,,731.917,731.9172,-0.040620754,-0.384803838,0,0,0,,0,139,139,136,1,1,word,RADICAL,print,radical_p.png,,,
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,731.9202,732.1172,732.1172,732.6171,,,,,,,,,,,,,,0.9011,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,141,1,732.618,733.5326,m,1,0.9011,,[],[],[],[],[],[],[],733.5327,735.5327,735.5329,737.5837,[],[],[],[],[],[],[],m,2.0426,,737.5838,737.584,-0.040620754,-0.384803838,0,0,0,,0,140,140,142,1,1,word,REMOTE,print,remote_p.png,,,
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,737.5852,737.7838,737.7838,738.2828,,,,,,,,,,,,,,1.2583,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,142,0,738.2836,739.5503,z,1,1.2583,,[],[],[],[],[],[],[],739.5505,741.5504,741.5505,741.5508,[],[],[],[],[],[],[],,,,741.5509,741.551,-0.040620754,-0.384803838,0,0,0,,0,141,141,3,1,1,RL,casena,cursive,casena_c.png,,,
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,741.5529,741.7499,741.75,742.2503,,,,,,,,,,,,,,0.9586,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,143,0,742.2512,743.2163,z,1,0.9586,,[],[],[],[],[],[],[],743.2163,745.217,745.217,745.2173,[],[],[],[],[],[],[],,,,745.2174,745.2175,-0.040620754,-0.384803838,0,0,0,,0,142,142,37,1,1,RL,skofen,print,skofen_p.png,,,
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,745.2191,745.4172,745.4173,745.9172,,,,,,,,,,,,,,0.847,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,144,0,745.9183,746.7662,m,1,0.847,,[],[],[],[],[],[],[],746.7663,748.7671,748.7672,748.7675,[],[],[],[],[],[],[],,,,748.7676,748.7677,-0.040620754,-0.384803838,0,0,0,,0,143,143,138,1,1,word,REFUSAL,print,refusal_p.png,,,
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,748.7696,748.967,748.9671,749.4663,,,,,,,,,,,,,,0.6531,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,145,0,749.467,750.1329,z,0,0.6531,,[],[],[],[],[],[],[],750.1329,752.1328,752.1328,752.1331,[],[],[],[],[],[],[],,,,752.1331,752.1332,-0.040620754,-0.384803838,0,0,0,,0,144,144,87,1,1,word,CAFETERIA,cursive,cafeteria_c.png,,,
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,752.1347,752.3337,752.3337,752.8337,,,,,,,,,,,,,,0.9099,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,146,0,752.8344,753.7494,m,1,0.9099,,[],[],[],[],[],[],[],753.7494,755.7503,755.7503,755.7505,[],[],[],[],[],[],[],,,,755.7505,755.7507,-0.039975374,-0.388820482,0,0,0,,0,145,145,145,1,1,word,RESUME,print,resume_p.png,,,
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,755.7519,755.9503,755.9503,756.4495,,,,,,,,,,,,,,0.7536,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,147,0,756.4503,757.2171,z,1,0.7536,,[],[],[],[],[],[],[],757.2174,759.2162,759.2163,759.2168,[],[],[],[],[],[],[],,,,759.2169,759.217,-0.039975374,-0.388820482,0,0,0,,0,146,146,21,1,1,RL,opcifal,print,opcifal_p.png,,,
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,759.2187,759.417,759.417,759.917,,,,,,,,,,,,,,0.9249,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,148,1,759.9178,760.8503,m,1,0.9249,,[],[],[],[],[],[],[],760.8504,762.8503,762.8504,763.4337,[],[],[],[],[],[],[],z,0.5717,,763.4338,763.434,-0.039975374,-0.388820482,0,0,0,,0,147,147,94,1,1,word,CLINICAL,cursive,clinical_c.png,,,
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,763.4352,763.6336,763.6337,764.1336,,,,,,,,,,,,,,0.7088,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,149,0,764.1343,764.8503,m,1,0.7088,,[],[],[],[],[],[],[],764.8504,766.8502,766.8502,766.8505,[],[],[],[],[],[],[],,,,766.8505,766.8506,-0.039975374,-0.388820482,0,0,0,,0,148,148,108,1,1,word,FORTUNE,print,fortune_p.png,,,
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,766.8521,767.0504,767.0505,767.5503,,,,,,,,,,,,,,0.753,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,150,0,767.551,768.3172,z,1,0.753,,[],[],[],[],[],[],[],768.3173,770.3169,770.3171,770.3174,[],[],[],[],[],[],[],,,,770.3175,770.3177,-0.039975374,-0.388820482,0,0,0,,0,149,149,75,1,1,TL,speficic,cursive,speficic_c.png,,,
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,770.3198,770.5169,770.5169,771.0169,,,,,,,,,,,,,,0.7696,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,151,0,771.0177,771.8002,z,0,0.7696,,[],[],[],[],[],[],[],771.8003,773.8002,773.8002,773.8004,[],[],[],[],[],[],[],,,,773.8004,773.8007,-0.039975374,-0.388820482,0,0,0,,0,150,150,143,1,1,word,REMOVAL,cursive,removal_c.png,,,
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,773.8018,774.0002,774.0003,774.5002,,,,,,,,,,,,,,0.8871,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,152,0,774.5007,775.4002,z,1,0.8871,,[],[],[],[],[],[],[],775.4004,777.4002,777.4003,777.4006,[],[],[],[],[],[],[],,,,777.4007,777.4009,-0.039975374,-0.388820482,0,0,0,,0,151,151,65,1,1,TL,orinigal,cursive,orinigal_c.png,,,
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,777.4021,777.6003,777.6004,778.1003,,,,,,,,,,,,,,0.8348,1,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,153,1,778.1012,778.95,m,1,0.8348,,[],[],[],[],[],[],[],778.95,780.9502,780.9504,781.8336,[],[],[],[],[],[],[],m,0.8732,,781.8338,781.834,-0.034200917,-0.391584579,0,0,0,,0,152,152,117,1,1,word,MARINE,print,marine_p.png,,,
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,781.8366,782.0336,782.0337,782.5336,,,,,,,,,,,,,,1.986,0,,,,,,,,,,,,,,m,,,,,,,,,,,,,,,,154,0,782.5346,784.5335,z,0,1.986,,[],[],[],[],[],[],[],784.5336,786.5334,786.5335,786.5336,[],[],[],[],[],[],[],,,,786.5337,786.5337,-0.034200917,-0.391584579,0,0,0,,0,153,153,80,1,1,word,ACADEMY,cursive,academy_c.png,,,
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,786.5346,786.7335,786.7336,787.2335,,,,,,,,,,,,,,1.2387,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,155,0,787.2345,788.4835,z,1,1.2387,,[],[],[],[],[],[],[],788.4837,790.4834,790.4834,790.4836,[],[],[],[],[],[],[],,,,790.4836,790.4837,-0.034200917,-0.391584579,0,0,0,,0,154,154,33,1,1,RL,recile,cursive,recile_c.png,,,
,,,,31697,001,2025-10-16_12h38.37.446,HW_LDT_1,2024.2.4,MacIntel,60.24096386,,,,,,,,,,,,,,,,,,,,,,790.4846,790.6837,790.6837,791.1832,,,,,,,,,,,,,,1.0048,1,,,,,,,,,,,,,,z,,,,,,,,,,,,,,,,156,0,791.1834,792.2001,z,1,1.0048,,[],[],[],[],[],[],[],792.2002,794.2005,794.2009,794.2016,[],[],[],[],[],[],[],,,,794.2017,794.2018,-0.034200917,-0.391584579,0,0,0,,0,155,155,77,1,1,TL,tritube,cursive,tritube_c.png,,,
